rank,lemma,english,pos,level,freq_score,freq_tier,register,tokens
2246,master,master,noun,4,8.52,A,everyday,"['master', 'masters']"
2247,overgang,transition,noun,4,8.52,A,everyday,"['overgang', 'overgangen']"
2248,schatting,estimation,noun,4,8.52,A,everyday,"['schatting', 'schattingen']"
2249,stabiel,stable,adjective,4,8.52,A,everyday,"['stabiel', 'stabiele']"
2250,traject,trajectories,noun,4,8.52,A,everyday,"['traject', 'trajecten']"
2251,uitnodiging,invitation,noun,4,8.52,A,everyday,"['uitnodiging', 'uitnodigingen']"
2252,wandeling,walk,noun,4,8.52,A,everyday,"['wandeling', 'wandelingen']"
2253,dirigeren,conduct,verb,4,8.52,A,everyday,"['dirigeert', 'dirigeren', 'gedirigeerd']"
2254,gebeurtenis,event,noun,4,8.5,A,everyday,"['gebeurtenis', 'gebeurtenissen']"
2255,document,document,noun,4,8.5,A,everyday,"['document', 'documenten']"
2256,fysiek,physical,adjective,4,8.5,A,everyday,"['fysiek', 'fysieke']"
2257,bezetting,number,noun,4,8.5,A,everyday,"['bezetting', 'bezettingen']"
2258,dagblad,daily,noun,4,8.5,A,everyday,"['dagblad', 'dagbladen']"
2259,keizer,emperor,noun,4,8.5,A,everyday,"['keizer', 'keizers']"
2260,marie,marie,noun,4,8.5,A,everyday,"['marie', 'marietje']"
2261,prof,prof,noun,4,8.5,A,everyday,"['prof', 'profs']"
2262,review,review,noun,4,8.5,A,everyday,"['review', 'reviews']"
2263,schattig,cute,adjective,4,8.5,A,everyday,"['schattig', 'schattige']"
2264,subsidie,grant,noun,4,8.5,A,everyday,"['subsidie', 'subsidies']"
2265,verminderen,decrease,verb,4,8.5,A,everyday,"['verminderen', 'vermindert']"
2266,trappen,stairs,noun,4,8.5,A,everyday,"['getrapt', 'trapte']"
2267,debuteren,debut,verb,4,8.49,A,everyday,"['debuteerde', 'debuteert', 'debuteren']"
2268,traditioneel,traditional,adjective,4,8.48,A,everyday,"['traditioneel', 'traditionele']"
2269,wennen,get,verb,4,8.48,A,everyday,"['gewend', 'wennen']"
2270,ambtenaar,official,noun,4,8.48,A,everyday,"['ambtenaar', 'ambtenaren']"
2271,verwerken,processing,verb,4,8.48,A,everyday,"['verwerken', 'verwerkt']"
2272,aansluiting,connection,noun,4,8.48,A,everyday,"['aansluiting', 'aansluitingen']"
2273,adem,breath,noun,4,8.48,A,everyday,"['adem', 'ademen']"
2274,beperking,limitation,noun,4,8.48,A,everyday,"['beperking', 'beperkingen']"
2275,capaciteit,capacity,noun,4,8.48,A,everyday,"['capaciteit', 'capaciteiten']"
2276,duiken,dive,verb,4,8.48,A,everyday,"['duiken', 'duikt']"
2277,financiën,finance,noun,4,8.48,A,everyday,"['financien', 'financiën']"
2278,interieur,interior,noun,4,8.48,A,everyday,"['interieur', 'interieurs']"
2279,maaltijd,meal,noun,4,8.48,A,everyday,"['maaltijd', 'maaltijden']"
2280,ongeval,accident,noun,4,8.48,A,everyday,"['ongeval', 'ongevallen']"
2281,pizza,pizza,noun,4,8.48,A,everyday,"['pizza', ""pizza's""]"
2282,power,power,noun,4,8.48,A,everyday,"['power', 'powers']"
2283,priester,priest,noun,4,8.48,A,everyday,"['priester', 'priesters']"
2284,schrijfster,writer,noun,4,8.48,A,everyday,"['schrijfster', 'schrijfsters']"
2285,sub,sub,noun,4,8.48,A,everyday,"['sub', 'subs']"
2286,tunnel,tunnel,noun,4,8.48,A,everyday,"['tunnel', 'tunnels']"
2287,bloem,flower,preposition,4,8.46,A,everyday,"['bloem', 'bloemen']"
2288,maatschappelijk,social,adjective,4,8.46,A,everyday,"['maatschappelijk', 'maatschappelijke']"
2289,specifiek,specific,adjective,4,8.46,A,everyday,"['specifiek', 'specifieke']"
2290,aandeel,share,noun,4,8.46,A,everyday,"['aandeel', 'aandelen']"
2291,wettelijk,legal,adjective,4,8.46,A,everyday,"['wettelijk', 'wettelijke']"
2292,aanbieding,offer,noun,4,8.46,A,everyday,"['aanbieding', 'aanbiedingen']"
2293,architect,architect,noun,4,8.46,A,everyday,"['architect', 'architecten']"
2294,bevorderen,promote,verb,4,8.46,A,everyday,"['bevorderd', 'bevorderen']"
2295,bom,bomb,noun,4,8.46,A,everyday,"['bom', 'bommen']"
2296,correct,correct,adjective,4,8.46,A,everyday,"['correct', 'correcte']"
2297,illegaal,illegal,adjective,4,8.46,A,everyday,"['illegaal', 'illegale']"
2298,label,label,noun,4,8.46,A,everyday,"['label', 'labels']"
2299,leugen,lie,adjective,4,8.46,A,everyday,"['leugen', 'leugentje']"
2300,liter,liter,noun,4,8.46,A,everyday,"['liter', 'liters']"
2301,match,match,noun,4,8.46,A,everyday,"['match', 'matchen']"
2302,monster,sample,noun,4,8.46,A,everyday,"['monster', 'monsters']"
2303,oefening,exercise,noun,4,8.46,A,everyday,"['oefening', 'oefeningen']"
2304,percentage,percentage,noun,4,8.46,A,everyday,"['percentage', 'percentages']"
2305,plicht,duty,noun,4,8.46,A,everyday,"['plicht', 'plichten']"
2306,protest,protest,noun,4,8.46,A,everyday,"['protest', 'protesten']"
2307,regisseur,director,noun,4,8.46,A,everyday,"['regisseur', 'regisseurs']"
2308,registratie,registration,noun,4,8.46,A,everyday,"['registratie', 'registraties']"
2309,schema,schema,noun,4,8.46,A,everyday,"['schema', ""schema's""]"
2310,staatssecretaris,state,noun,4,8.46,A,everyday,"['staatssecretaris', 'staatssecretarissen']"
2311,tocht,draft,noun,4,8.46,A,everyday,"['tocht', 'tochten']"
2312,wenst,wishes,noun,4,8.46,A,everyday,"['wenst', 'wensten']"
2313,luit,lute,preposition,4,8.46,A,everyday,"['luit', 'luiten', 'luitjes']"
2314,arabisch,arabic,adjective,4,8.44,A,everyday,"['arabisch', 'arabische']"
2315,juridisch,legal,adjective,4,8.44,A,everyday,"['juridisch', 'juridische']"
2316,emotioneel,emotional,adjective,4,8.44,A,everyday,"['emotioneel', 'emotionele']"
2317,bestelling,order,noun,4,8.44,A,everyday,"['bestelling', 'bestellingen']"
2318,bod,bid,noun,4,8.44,A,everyday,"['bod', 'boden']"
2319,bol,ball,noun,4,8.44,A,everyday,"['bol', 'bolle']"
2320,centimeter,centimeters,noun,4,8.44,A,everyday,"['centimeter', 'centimeters']"
2321,crimineel,criminal,noun,4,8.44,A,everyday,"['crimineel', 'criminele']"
2322,experiment,experiment,noun,4,8.44,A,everyday,"['experiment', 'experimenten']"
2323,gemak,convenience,noun,4,8.44,A,everyday,"['gemak', 'gemakken']"
2324,lading,load,noun,4,8.44,A,everyday,"['lading', 'ladingen']"
2325,moskee,mosque,noun,4,8.44,A,everyday,"['moskee', 'moskeeën']"
2326,referendum,referendum,noun,4,8.44,A,everyday,"['referenda', 'referendum']"
2327,schelen,ooh oh,verb,4,8.44,A,everyday,"['scheld', 'schelen']"
2328,sectie,section,noun,4,8.44,A,everyday,"['sectie', 'secties']"
2329,sessie,session,noun,4,8.44,A,everyday,"['sessie', 'sessies']"
2330,woestijn,desert,noun,4,8.44,A,everyday,"['woestijn', 'woestijnen']"
2331,begrafenis,funeral,noun,4,8.42,A,everyday,"['begrafenis', 'begrafenissen']"
2332,gerecht,court,noun,4,8.42,A,everyday,"['gerecht', 'gerechten']"
2333,julia,julya,noun,4,8.42,A,everyday,"['julia', ""julia's""]"
2334,ketting,necklace,noun,4,8.42,A,everyday,"['ketting', 'kettingen']"
2335,kopie,copy,noun,4,8.42,A,everyday,"['kopie', 'kopieën']"
2336,lippen,lips,noun,4,8.42,A,everyday,"['lippen', 'lippens']"
2337,pond,pound,noun,4,8.42,A,everyday,"['pond', 'ponden']"
2338,roger,roger,noun,4,8.42,A,everyday,"['roger', 'rogers']"
2339,wang,cheek,noun,4,8.42,A,everyday,"['wang', 'wangen']"
2340,zuster,sister,noun,4,8.42,A,everyday,"['zuster', 'zusters']"
2341,belgisch,belgian,adjective,4,8.4,A,everyday,"['belgisch', 'belgische']"
2342,voorwaarde,condition,noun,4,8.4,A,everyday,"['voorwaarde', 'voorwaarden']"
2343,tekening,drawing,noun,4,8.4,A,everyday,"['tekening', 'tekeningen']"
2344,aanvang,start,noun,4,8.4,A,everyday,"['aanvang', 'aanvangen']"
2345,amateur,amateur,noun,4,8.4,A,everyday,"['amateur', 'amateurs']"
2346,benadering,approach,noun,4,8.4,A,everyday,"['benadering', 'benaderingen']"
2347,bot,bone,noun,4,8.4,A,everyday,"['bot', 'botten']"
2348,depressie,depression,noun,4,8.4,A,everyday,"['depressie', 'depressies']"
2349,fonds,fund,noun,4,8.4,A,everyday,"['fonds', 'fondsen']"
2350,foundation,foundation,noun,4,8.4,A,everyday,"['foundation', 'foundations']"
2351,ipad,ipad,noun,4,8.4,A,everyday,"['ipad', 'ipads']"
2352,kroon,crown,noun,4,8.4,A,everyday,"['kroon', 'kroontje']"
2353,moordenaar,killer,noun,4,8.4,A,everyday,"['moordenaar', 'moordenaars']"
2354,nader,further,adjective,4,8.4,A,everyday,"['nader', 'nadere']"
2355,object,object,noun,4,8.4,A,everyday,"['object', 'objecten']"
2356,onduidelijk,unclear,adjective,4,8.4,A,everyday,"['onduidelijk', 'onduidelijke']"
2357,ongelofelijk,unbelievable,adjective,4,8.4,A,everyday,"['ongelofelijk', 'ongelofelijke']"
2358,piano,piano,noun,4,8.4,A,everyday,"['piano', ""piano's""]"
2359,portret,portrait,noun,4,8.4,A,everyday,"['portret', 'portretten']"
2360,respectievelijk,or,conjunction,4,8.4,A,everyday,"['respectievelijk', 'respectievelijke']"
2361,verdrietig,sad,adjective,4,8.4,A,everyday,"['verdrietig', 'verdrietige']"
2362,voeding,nutrition,noun,4,8.4,A,everyday,"['voeding', 'voedings']"
2363,zodanig,such,adjective,4,8.4,A,everyday,"['zodanig', 'zodanige']"
2364,run,run,noun,4,8.4,A,everyday,"['runde', 'runs']"
2365,geruststellen,restoration,verb,4,8.4,A,everyday,"['gerustgesteld', 'geruststellend', 'geruststellende']"
2366,aangrijpen,grabbing,verb,4,8.4,A,everyday,"['aangegrepen', 'aangrijpen', 'aangrijpend']"
2367,daad,deed,noun,4,8.38,A,everyday,"['daad', 'daden']"
2368,bende,gang,noun,4,8.38,A,everyday,"['bende', 'bendes']"
2369,bevestiging,confirmation,noun,4,8.38,A,everyday,"['bevestiging', 'bevestigingen']"
2370,dwars,cross,adjective,4,8.38,A,everyday,"['dwars', 'dwarse']"
2371,flat,flat,noun,4,8.38,A,everyday,"['flat', 'flats']"
2372,lef,brave,noun,4,8.38,A,everyday,"['lef', 'leve']"
2373,lening,loan,noun,4,8.38,A,everyday,"['lening', 'leningen']"
2374,lezing,reading,noun,4,8.38,A,everyday,"['lezing', 'lezingen']"
2375,schaduw,shadow,noun,4,8.38,A,everyday,"['schaduw', 'schaduwen']"
2376,sparen,save,verb,4,8.38,A,everyday,"['gespaard', 'sparen']"
2377,tram,tram,noun,4,8.38,A,everyday,"['tram', 'trams']"
2378,verpest,messed,noun,4,8.38,A,everyday,"['verpest', 'verpesten']"
2379,zakelijk,business,adjective,4,8.38,A,everyday,"['zakelijk', 'zakelijke']"
2380,zeldzaam,rare,adjective,4,8.38,A,everyday,"['zeldzaam', 'zeldzame']"
2381,zoet,sweet,adjective,4,8.38,A,everyday,"['zoet', 'zoete']"
2382,detail,detail,noun,4,8.36,A,everyday,"['detail', 'details']"
2383,artiest,artist,noun,4,8.36,A,everyday,"['artiest', 'artiesten']"
2384,scheiden,separate,verb,4,8.36,A,everyday,"['gescheiden', 'scheidt']"
2385,autoriteit,authority,noun,4,8.36,A,everyday,"['autoriteit', 'autoriteiten']"
2386,aanrader,recommended,adjective,4,8.36,A,everyday,"['aanrader', 'aanraders']"
2387,batterij,battery,noun,4,8.36,A,everyday,"['batterij', 'batterijen']"
2388,beseffen,realize,verb,4,8.36,A,everyday,"['beseffen', 'besefte']"
2389,conferentie,conference,noun,4,8.36,A,everyday,"['conferentie', 'conferenties']"
2390,degelijk,sound,adjective,4,8.36,A,everyday,"['degelijk', 'degelijke']"
2391,horloge,watch,noun,4,8.36,A,everyday,"['horloge', 'horloges']"
2392,indeling,classification,noun,4,8.36,A,everyday,"['indeling', 'indelingen']"
2393,mishandeling,abuse,noun,4,8.36,A,everyday,"['mishandeling', 'mishandelingen']"
2394,opdrachtgever,client,adverb,4,8.36,A,everyday,"['opdrachtgever', 'opdrachtgevers']"
2395,oprecht,honestly,adjective,4,8.36,A,everyday,"['oprecht', 'oprechte']"
2396,praktisch,practical,adjective,4,8.36,A,everyday,"['praktisch', 'praktische']"
2397,saint,saint,noun,4,8.36,A,everyday,"['saint', 'sainte']"
2398,toets,key,noun,4,8.36,A,everyday,"['toets', 'toetsen']"
2399,vestiging,establishment,noun,4,8.36,A,everyday,"['vestiging', 'vestigingen']"
2400,werknemer,employee,noun,4,8.34,A,everyday,"['werknemer', 'werknemers']"
2401,vals,false,preposition,4,8.34,A,everyday,"['vals', 'valse']"
2402,factor,factor,noun,4,8.34,A,everyday,"['factor', 'factoren']"
2403,aangifte,declaration,noun,4,8.34,A,everyday,"['aangifte', 'aangiftes']"
2404,demonstratie,demonstration,noun,4,8.34,A,everyday,"['demonstratie', 'demonstraties']"
2405,food,food,noun,4,8.34,A,everyday,"['food', 'foods']"
2406,gsm,mobile,verb,4,8.34,A,everyday,"['gsm', ""gsm's""]"
2407,han,uh,noun,4,8.34,A,everyday,"['han', 'hanen']"
2408,knie,knee,noun,4,8.34,A,everyday,"['knie', 'knieën']"
2409,licentie,license,noun,4,8.34,A,everyday,"['licentie', 'licenties']"
2410,maas,mesh,noun,4,8.34,A,everyday,"['maas', 'maassen']"
2411,ondergaan,underwent,verb,4,8.34,A,everyday,"['ondergaan', 'ondergaande']"
2412,ontkennen,deny,verb,4,8.34,A,everyday,"['ontkennen', 'ontkent']"
2413,order,order,noun,4,8.34,A,everyday,"['order', 'orders']"
2414,persbericht,press,noun,4,8.34,A,everyday,"['persbericht', 'persberichten']"
2415,steven,stevens,verb,4,8.34,A,everyday,"['steven', 'stevens']"
2416,stiekem,sneaky,noun,4,8.34,A,everyday,"['stiekem', 'stiekeme']"
2417,vat,barrel,verb,4,8.34,A,everyday,"['vat', 'vaten']"
2418,walgelijk,that s,adjective,4,8.34,A,everyday,"['walgelijk', 'walgelijke']"
2419,vrijwilliger,volunteer,noun,4,8.32,A,everyday,"['vrijwilliger', 'vrijwilligers']"
2420,stelen,stealing,verb,4,8.32,A,everyday,"['gestolen', 'stal']"
2421,lezer,reader,noun,4,8.32,A,everyday,"['lezer', 'lezers']"
2422,aangenaam,nice,adjective,4,8.32,A,everyday,"['aangenaam', 'aangename']"
2423,anderhalf,one,numeral,4,8.32,A,everyday,"['anderhalf', 'anderhalve']"
2424,book,book,noun,4,8.32,A,everyday,"['book', 'books']"
2425,database,database,noun,4,8.32,A,everyday,"['database', 'databases']"
2426,feitelijk,actually,adjective,4,8.32,A,everyday,"['feitelijk', 'feitelijke']"
2427,koper,copper,noun,4,8.32,A,everyday,"['koper', 'kopers']"
2428,nauw,close,adjective,4,8.32,A,everyday,"['nauw', 'nauwe']"
2429,nazi,nazi,pronoun,4,8.32,A,everyday,"['nazi', ""nazi's""]"
2430,professional,professional,noun,4,8.32,A,everyday,"['professional', 'professionals']"
2431,rapper,rapper,noun,4,8.32,A,everyday,"['rapper', 'rappers']"
2432,samenstelling,composition,noun,4,8.32,A,everyday,"['samenstelling', 'samenstellingen']"
2433,solo,solo,adjective,4,8.32,A,everyday,"['solo', ""solo's""]"
2434,spoedig,soon,adjective,4,8.32,A,everyday,"['spoedig', 'spoedige']"
2435,verdediger,defender,noun,4,8.32,A,everyday,"['verdediger', 'verdedigers']"
2436,vertegenwoordiger,representative,noun,4,8.32,A,everyday,"['vertegenwoordiger', 'vertegenwoordigers']"
2437,webcam,webcam,noun,4,8.32,A,everyday,"['webcam', 'webcams']"
2438,zitting,plenary,noun,4,8.32,A,everyday,"['zitting', 'zittingen']"
2439,maatregel,measure,noun,4,8.3,A,everyday,"['maatregel', 'maatregelen']"
2440,betrouwbaar,reliable,adjective,4,8.3,A,everyday,"['betrouwbaar', 'betrouwbare']"
2441,exclusief,excluding,adjective,4,8.3,A,everyday,"['exclusief', 'exclusieve']"
2442,advertentie,advertisement,noun,4,8.3,A,everyday,"['advertentie', 'advertenties']"
2443,gram,gram,noun,4,8.3,A,everyday,"['gram', 'grams']"
2444,hobby,hobby,determiner,4,8.3,A,everyday,"['hobby', ""hobby's""]"
2445,kardinaal,cardinal,noun,4,8.3,A,everyday,"['kardinaal', 'kardinalen']"
2446,landgoed,estate,noun,4,8.3,A,everyday,"['landgoed', 'landgoederen']"
2447,nationaliteit,nationality,noun,4,8.3,A,everyday,"['nationaliteit', 'nationaliteiten']"
2448,opbrengst,yield,noun,4,8.3,A,everyday,"['opbrengst', 'opbrengsten']"
2449,opmerkelijk,remarkable,adjective,4,8.3,A,everyday,"['opmerkelijk', 'opmerkelijke']"
2450,regime,regimen,adjective,4,8.3,A,everyday,"['regime', 'regimes']"
2451,track,track,noun,4,8.3,A,everyday,"['track', 'tracks']"
2452,vergunning,authorisation,noun,4,8.3,A,everyday,"['vergunning', 'vergunningen']"
2453,webshop,webshop,noun,4,8.3,A,everyday,"['webshop', 'webshops']"
2454,who,who,noun,4,8.3,A,everyday,"['who', ""who's""]"
2455,grijpen,grab,noun,4,8.3,A,everyday,"['gegrepen', 'grijpt']"
2456,wetenschapper,scientist,verb,4,8.28,A,everyday,"['wetenschapper', 'wetenschappers']"
2457,eventueel,if,adjective,4,8.28,A,everyday,"['eventueel', 'eventuele']"
2458,bemanning,crew,noun,4,8.28,A,everyday,"['bemanning', 'bemanningen']"
2459,jos,jos,verb,4,8.28,A,everyday,"['jos', 'josje']"
2460,leerkracht,teacher,noun,4,8.28,A,everyday,"['leerkracht', 'leerkrachten']"
2461,lord,lord,noun,4,8.28,A,everyday,"['lord', 'lords']"
2462,onderling,between,adjective,4,8.28,A,everyday,"['onderling', 'onderlinge']"
2463,overname,acquisition,noun,4,8.28,A,everyday,"['overname', 'overnames']"
2464,release,release,noun,4,8.28,A,everyday,"['release', 'releases']"
2465,vrijwillig,voluntary,adjective,4,8.28,A,everyday,"['vrijwillig', 'vrijwillige']"
2466,wijziging,change,noun,4,8.28,A,everyday,"['wijziging', 'wijzigingen']"
2467,typen,types,noun,4,8.28,A,everyday,"['getypt', 'typt']"
2468,verschillend,different,adjective,4,8.26,A,everyday,"['verschillend', 'verschillende']"
2469,eis,requirement,noun,4,8.26,A,everyday,"['eis', 'eisen']"
2470,olympisch,olympic,adjective,4,8.26,A,everyday,"['olympisch', 'olympische']"
2471,voorwerp,object,noun,4,8.26,A,everyday,"['voorwerp', 'voorwerpen']"
2472,aanklacht,charge,noun,4,8.26,A,everyday,"['aanklacht', 'aanklachten']"
2473,actrice,actress,noun,4,8.26,A,everyday,"['actrice', 'actrices']"
2474,argument,argument,noun,4,8.26,A,everyday,"['argument', 'argumenten']"
2475,beoordeling,assessment,noun,4,8.26,A,everyday,"['beoordeling', 'beoordelingen']"
2476,bocht,bend,noun,4,8.26,A,everyday,"['bocht', 'bochten']"
2477,buitengewoon,extraordinary,adjective,4,8.26,A,everyday,"['buitengewone', 'buitengewoon']"
2478,camping,campsite,noun,4,8.26,A,everyday,"['camping', 'campings']"
2479,campus,campus,noun,4,8.26,A,everyday,"['campus', 'campussen']"
2480,casino,casino,noun,4,8.26,A,everyday,"['casino', ""casino's""]"
2481,departement,department,noun,4,8.26,A,everyday,"['departement', 'departementen']"
2482,divisie,division,noun,4,8.26,A,everyday,"['divisie', 'divisies']"
2483,doorgeven,pass,verb,4,8.26,A,everyday,"['doorgegeven', 'doorgeven']"
2484,echtgenote,spouse,noun,4,8.26,A,everyday,"['echtgenote', 'echtgenotes']"
2485,herhaling,repeat,noun,4,8.26,A,everyday,"['herhaling', 'herhalingen']"
2486,journalistiek,journalism,adjective,4,8.26,A,everyday,"['journalistiek', 'journalistieke']"
2487,kelder,basement,noun,4,8.26,A,everyday,"['kelder', 'kelders']"
2488,long,lung,verb,4,8.26,A,everyday,"['long', 'longen']"
2489,molen,mill,noun,4,8.26,A,everyday,"['molen', 'molens']"
2490,pre,pre,noun,4,8.26,A,everyday,"['pre', 'pretje']"
2491,schilder,painter,noun,4,8.26,A,everyday,"['schilder', 'schilders']"
2492,staal,steel,noun,4,8.26,A,everyday,"['staal', 'staaltje']"
2493,tachtig,eighty,numeral,4,8.26,A,everyday,"['tachtig', 'tachtiger']"
2494,uitgeverij,publishing,noun,4,8.26,A,everyday,"['uitgeverij', 'uitgeverijen']"
2495,videoclip,video,noun,4,8.26,A,everyday,"['videoclip', 'videoclips']"
2496,bo,bo,noun,4,8.26,A,everyday,"['botje', 'botjes']"
2497,klappen,clap,noun,4,8.26,A,everyday,"['geklapt', 'klapte']"
2498,zetel,seat,noun,4,8.24,A,everyday,"['zetel', 'zetels']"
2499,aankoop,purchase,noun,4,8.24,A,everyday,"['aankoop', 'aankopen']"
2500,betaling,payment,noun,4,8.24,A,everyday,"['betaling', 'betalingen']"
2501,betekend,doesn t,adjective,4,8.24,A,everyday,"['betekend', 'betekenden']"
2502,constructie,construction,noun,4,8.24,A,everyday,"['constructie', 'constructies']"
2503,fantasie,fantasy,noun,4,8.24,A,everyday,"['fantasie', 'fantasieën']"
2504,herkenbaar,recognizable,adjective,4,8.24,A,everyday,"['herkenbaar', 'herkenbare']"
2505,identificeren,identify,verb,4,8.24,A,everyday,"['identificeert', 'identificeren']"
2506,kunstwerk,artwork,noun,4,8.24,A,everyday,"['kunstwerk', 'kunstwerken']"
2507,logistiek,logistics,noun,4,8.24,A,everyday,"['logistiek', 'logistieke']"
2508,parkeerplaats,parking,pronoun,4,8.24,A,everyday,"['parkeerplaats', 'parkeerplaatsen']"
2509,piloot,pilot,noun,4,8.24,A,everyday,"['piloot', 'piloten']"
2510,poster,poster,noun,4,8.24,A,everyday,"['poster', 'posters']"
2511,rap,rap,noun,4,8.24,A,everyday,"['rap', 'rapen']"
2512,royal,royal,adjective,4,8.24,A,everyday,"['royal', 'royals']"
2513,samuel,samuel,noun,4,8.24,A,everyday,"['samuel', 'samuels']"
2514,therapie,therapy,noun,4,8.24,A,everyday,"['therapie', 'therapieën']"
2515,ticket,ticket,noun,4,8.24,A,everyday,"['ticket', 'tickets']"
2516,veertien,fourteen,numeral,4,8.24,A,everyday,"['veertien', 'veertiende']"
2517,vergeven,forgive,verb,4,8.24,A,everyday,"['vergeeft', 'vergeven']"
2518,verkrachting,rape,noun,4,8.24,A,everyday,"['verkrachting', 'verkrachtingen']"
2519,vervallen,expired,verb,4,8.24,A,everyday,"['vervallen', 'vervalt']"
2520,visser,fisherman,noun,4,8.24,A,everyday,"['visser', 'vissers']"
2521,afrikaans,african,adjective,4,8.22,A,everyday,"['afrikaans', 'afrikaanse']"
2522,individueel,individual,noun,4,8.22,A,everyday,"['individueel', 'individuele']"
2523,kijker,viewer,noun,4,8.22,A,everyday,"['kijker', 'kijkers']"
2524,actueel,up date,adjective,4,8.22,A,everyday,"['actueel', 'actuele']"
2525,ambassade,embassy,noun,4,8.22,A,everyday,"['ambassade', 'ambassades']"
2526,andré,andr,noun,4,8.22,A,everyday,"['andré', 'andrés']"
2527,dertien,thirteen,numeral,4,8.22,A,everyday,"['dertien', 'dertiende']"
2528,essentieel,essential,adjective,4,8.22,A,everyday,"['essentieel', 'essentiële']"
2529,kamerlid,member,noun,4,8.22,A,everyday,"['kamerleden', 'kamerlid']"
2530,masker,mask,adjective,4,8.22,A,everyday,"['masker', 'maskers']"
2531,part,part,noun,4,8.22,A,everyday,"['part', 'parten']"
2532,regeling,scheme,noun,4,8.22,A,everyday,"['regeling', 'regelingen']"
2533,rente,interest,noun,4,8.22,A,everyday,"['rente', 'rentes']"
2534,scenario,scenario,noun,4,8.22,A,everyday,"['scenario', ""scenario's""]"
2535,slang,hose,noun,4,8.22,A,everyday,"['slang', 'slangen']"
2536,store,store,noun,4,8.22,A,everyday,"['store', 'stores']"
2537,vermelding,entry,noun,4,8.22,A,everyday,"['vermelding', 'vermeldingen']"
2538,volume,volume,noun,4,8.22,A,everyday,"['volume', 'volumes']"
2539,diepte,depth,verb,4,8.22,A,everyday,"['diepten', 'dieptes']"
2540,puist,zit,noun,4,8.22,A,everyday,"['puist', 'puisten', 'puistjes']"
2541,cijfer,digit,noun,4,8.2,A,everyday,"['cijfer', 'cijfers']"
2542,verdelen,divide,verb,4,8.2,A,everyday,"['verdeeld', 'verdelen']"
2543,regionaal,regional,noun,4,8.2,A,everyday,"['regionaal', 'regionale']"
2544,element,element,noun,4,8.2,A,everyday,"['element', 'elementen']"
2545,tiener,teenage,noun,4,8.2,A,everyday,"['tiener', 'tieners']"
2546,gebruikelijk,common,adjective,4,8.2,A,everyday,"['gebruikelijk', 'gebruikelijke']"
2547,permanent,permanent,adjective,4,8.2,A,everyday,"['permanent', 'permanente']"
2548,oproepen,calls,noun,4,8.2,A,everyday,"['opgeroepen', 'oproept']"
2549,schouder,shoulder,noun,4,8.2,A,everyday,"['schouder', 'schouders']"
2550,fris,fresh,adjective,4,8.2,A,everyday,"['fris', 'frisse']"
2551,afsluiting,closure,noun,4,8.2,A,everyday,"['afsluiting', 'afsluitingen']"
2552,arrestatie,arrest,noun,4,8.2,A,everyday,"['arrestatie', 'arrestaties']"
2553,eeuwig,forever,conjunction,4,8.2,A,everyday,"['eeuwig', 'eeuwige']"
2554,expeditie,expedition,noun,4,8.2,A,everyday,"['expeditie', 'expedities']"
2555,fair,fair,adjective,4,8.2,A,everyday,"['fair', 'faire']"
2556,finish,finish,noun,4,8.2,A,everyday,"['finish', 'finishen']"
2557,gewoonte,habit,noun,4,8.2,A,everyday,"['gewoonte', 'gewoontes']"
2558,golven,waves,verb,4,8.2,A,everyday,"['golven', 'golvende']"
2559,handhaven,maintain,verb,4,8.2,A,everyday,"['gehandhaafd', 'handhaven']"
2560,handtekening,signature,noun,4,8.2,A,everyday,"['handtekening', 'handtekeningen']"
2561,ogenblik,moment,noun,4,8.2,A,everyday,"['ogenblik', 'ogenblikken']"
2562,opera,opera,noun,4,8.2,A,everyday,"['opera', ""opera's""]"
2563,prioriteit,priority,noun,4,8.2,A,everyday,"['prioriteit', 'prioriteiten']"
2564,renovatie,renovation,noun,4,8.2,A,everyday,"['renovatie', 'renovaties']"
2565,slaaf,slave,noun,4,8.2,A,everyday,"['slaaf', 'slaafje']"
2566,versterking,reinforcement,noun,4,8.2,A,everyday,"['versterking', 'versterkingen']"
2567,bejaard,elderly,noun,4,8.19,A,everyday,"['bejaard', 'bejaarde', 'bejaarden']"
2568,graad,degree,noun,4,8.18,A,everyday,"['graad', 'graden']"
2569,kogel,ball,noun,4,8.18,A,everyday,"['kogel', 'kogels']"
2570,circuit,circuit,noun,4,8.18,A,everyday,"['circuit', 'circuits']"
2571,concentratie,concentration,noun,4,8.18,A,everyday,"['concentratie', 'concentraties']"
2572,dialoog,dialog,noun,4,8.18,A,everyday,"['dialogen', 'dialoog']"
2573,failliet,bankrupt,adjective,4,8.18,A,everyday,"['failliet', 'failliete']"
2574,genezen,heal,verb,4,8.18,A,everyday,"['genezen', 'genezende']"
2575,getal,number,noun,4,8.18,A,everyday,"['getal', 'getallen']"
2576,hing,hd,noun,4,8.18,A,everyday,"['hing', 'hingen']"
2577,huisarts,general,noun,4,8.18,A,everyday,"['huisarts', 'huisartsen']"
2578,installatie,installation,noun,4,8.18,A,everyday,"['installatie', 'installaties']"
2579,interpretatie,interpretation,noun,4,8.18,A,everyday,"['interpretatie', 'interpretaties']"
2580,ontwerper,designer,noun,4,8.18,A,everyday,"['ontwerper', 'ontwerpers']"
2581,schakel,switch,noun,4,8.18,A,everyday,"['schakel', 'schakels']"
